indicator,iso3,year,value
SL.IND.EMPL.ZS,KEN,2005,9.360
SL.IND.EMPL.ZS,KEN,2004,9.257
SL.IND.EMPL.ZS,KEN,2003,9.212
SL.IND.EMPL.ZS,KEN,2002,9.314
SL.IND.EMPL.ZS,KEN,2001,9.566
SL.IND.EMPL.ZS,KEN,2000,9.631
SL.IND.EMPL.ZS,KEN,1999,9.900
SL.IND.EMPL.ZS,KEN,1998,10.051
SL.IND.EMPL.ZS,KEN,1997,10.126
SL.IND.EMPL.ZS,KEN,1996,10.341
SL.IND.EMPL.ZS,KEN,1995,10.346
SL.IND.EMPL.ZS,NGA,2024,16.839
SL.IND.EMPL.ZS,NGA,2023,16.822
SL.IND.EMPL.ZS,NGA,2022,16.817
SL.IND.EMPL.ZS,NGA,2021,15.590
SL.IND.EMPL.ZS,NGA,2020,14.475
SL.IND.EMPL.ZS,NGA,2019,13.324
SL.IND.EMPL.ZS,NGA,2018,13.402
SL.IND.EMPL.ZS,NGA,2017,13.444
SL.IND.EMPL.ZS,NGA,2016,13.568
SL.IND.EMPL.ZS,NGA,2015,13.938
SL.IND.EMPL.ZS,NGA,2014,14.037
SL.IND.EMPL.ZS,NGA,2013,13.841
SL.IND.EMPL.ZS,NGA,2012,12.841
SL.IND.EMPL.ZS,NGA,2011,12.020
SL.IND.EMPL.ZS,NGA,2010,11.694
SL.IND.EMPL.ZS,NGA,2009,11.286
SL.IND.EMPL.ZS,NGA,2008,10.973
SL.IND.EMPL.ZS,NGA,2007,10.743
SL.IND.EMPL.ZS,NGA,2006,10.573
SL.IND.EMPL.ZS,NGA,2005,10.440
SL.IND.EMPL.ZS,NGA,2004,10.291
SL.IND.EMPL.ZS,NGA,2003,10.008
SL.IND.EMPL.ZS,NGA,2002,9.835
SL.IND.EMPL.ZS,NGA,2001,9.511
SL.IND.EMPL.ZS,NGA,2000,9.445
SL.IND.EMPL.ZS,NGA,1999,9.351
SL.IND.EMPL.ZS,NGA,1998,9.450
SL.IND.EMPL.ZS,NGA,1997,9.510
SL.IND.EMPL.ZS,NGA,1996,9.544
SL.IND.EMPL.ZS,NGA,1995,9.519
SL.IND.EMPL.ZS,RWA,2024,18.121
SL.IND.EMPL.ZS,RWA,2023,14.231
SL.IND.EMPL.ZS,RWA,2022,14.487
SL.IND.EMPL.ZS,RWA,2021,14.386
SL.IND.EMPL.ZS,RWA,2020,17.210
SL.IND.EMPL.ZS,RWA,2019,15.710
SL.IND.EMPL.ZS,RWA,2018,15.503
SL.IND.EMPL.ZS,RWA,2017,13.346
SL.IND.EMPL.ZS,RWA,2016,13.221
SL.IND.EMPL.ZS,RWA,2015,13.111
SL.IND.EMPL.ZS,RWA,2014,12.961
SL.IND.EMPL.ZS,RWA,2013,12.848
SL.IND.EMPL.ZS,RWA,2012,12.747
SL.IND.EMPL.ZS,RWA,2011,11.744
SL.IND.EMPL.ZS,RWA,2010,10.757
SL.IND.EMPL.ZS,RWA,2009,9.875
SL.IND.EMPL.ZS,RWA,2008,9.110
SL.IND.EMPL.ZS,RWA,2007,8.348
SL.IND.EMPL.ZS,RWA,2006,7.582
SL.IND.EMPL.ZS,RWA,2005,6.902
SL.IND.EMPL.ZS,RWA,2004,6.281
SL.IND.EMPL.ZS,RWA,2003,5.752
SL.IND.EMPL.ZS,RWA,2002,5.343
SL.IND.EMPL.ZS,RWA,2001,5.186
SL.IND.EMPL.ZS,RWA,2000,5.079
SL.IND.EMPL.ZS,RWA,1999,5.010
SL.IND.EMPL.ZS,RWA,1998,4.968
SL.IND.EMPL.ZS,RWA,1997,4.891
SL.IND.EMPL.ZS,RWA,1996,4.768
SL.IND.EMPL.ZS,RWA,1995,4.656
SL.IND.EMPL.ZS,SEN,2024,22.260
SL.IND.EMPL.ZS,SEN,2023,22.253
SL.IND.EMPL.ZS,SEN,2022,22.323
SL.IND.EMPL.ZS,SEN,2021,21.889
SL.IND.EMPL.ZS,SEN,2020,21.416
SL.IND.EMPL.ZS,SEN,2019,21.145
SL.IND.EMPL.ZS,SEN,2018,17.989
SL.IND.EMPL.ZS,SEN,2017,15.125
SL.IND.EMPL.ZS,SEN,2016,12.623
SL.IND.EMPL.ZS,SEN,2015,12.992
SL.IND.EMPL.ZS,SEN,2014,13.596
SL.IND.EMPL.ZS,SEN,2013,14.195
SL.IND.EMPL.ZS,SEN,2012,14.723
SL.IND.EMPL.ZS,SEN,2011,15.274
SL.IND.EMPL.ZS,SEN,2010,15.780
SL.IND.EMPL.ZS,SEN,2009,16.276
SL.IND.EMPL.ZS,SEN,2008,16.693
SL.IND.EMPL.ZS,SEN,2007,17.165
SL.IND.EMPL.ZS,SEN,2006,17.532
SL.IND.EMPL.ZS,SEN,2005,16.542
SL.IND.EMPL.ZS,SEN,2004,15.636
SL.IND.EMPL.ZS,SEN,2003,14.711
SL.IND.EMPL.ZS,SEN,2002,13.882
SL.IND.EMPL.ZS,SEN,2001,13.189
SL.IND.EMPL.ZS,SEN,2000,13.081
SL.IND.EMPL.ZS,SEN,1999,13.005
SL.IND.EMPL.ZS,SEN,1998,12.949
SL.IND.EMPL.ZS,SEN,1997,12.912
SL.IND.EMPL.ZS,SEN,1996,12.945
SL.IND.EMPL.ZS,SEN,1995,12.980
SL.IND.EMPL.ZS,TZA,2024,8.051
SL.IND.EMPL.ZS,TZA,2023,8.045
SL.IND.EMPL.ZS,TZA,2022,8.016
SL.IND.EMPL.ZS,TZA,2021,7.945
SL.IND.EMPL.ZS,TZA,2020,7.982
SL.IND.EMPL.ZS,TZA,2019,8.040
SL.IND.EMPL.ZS,TZA,2018,7.998
SL.IND.EMPL.ZS,TZA,2017,7.938
SL.IND.EMPL.ZS,TZA,2016,7.913
SL.IND.EMPL.ZS,TZA,2015,7.870
SL.IND.EMPL.ZS,TZA,2014,7.837
SL.IND.EMPL.ZS,TZA,2013,7.746
SL.IND.EMPL.ZS,TZA,2012,7.672
SL.IND.EMPL.ZS,TZA,2011,7.615
SL.IND.EMPL.ZS,TZA,2010,7.516
SL.IND.EMPL.ZS,TZA,2009,7.430
SL.IND.EMPL.ZS,TZA,2008,7.400
SL.IND.EMPL.ZS,TZA,2007,7.371
SL.IND.EMPL.ZS,TZA,2006,7.334
SL.IND.EMPL.ZS,TZA,2005,7.339
SL.IND.EMPL.ZS,TZA,2004,7.341
SL.IND.EMPL.ZS,TZA,2003,7.356
SL.IND.EMPL.ZS,TZA,2002,7.371
SL.IND.EMPL.ZS,TZA,2001,7.386
SL.IND.EMPL.ZS,TZA,2000,7.404
SL.IND.EMPL.ZS,TZA,1999,7.428
SL.IND.EMPL.ZS,TZA,1998,7.455
SL.IND.EMPL.ZS,TZA,1997,7.481
SL.IND.EMPL.ZS,TZA,1996,7.513
SL.IND.EMPL.ZS,TZA,1995,7.549
SL.IND.EMPL.ZS,UGA,2024,7.227
SL.IND.EMPL.ZS,UGA,2023,7.184
SL.IND.EMPL.ZS,UGA,2022,7.151
SL.IND.EMPL.ZS,UGA,2021,7.144
SL.IND.EMPL.ZS,UGA,2020,7.370
SL.IND.EMPL.ZS,UGA,2019,7.749
SL.IND.EMPL.ZS,UGA,2018,7.236
SL.IND.EMPL.ZS,UGA,2017,6.817
SL.IND.EMPL.ZS,UGA,2016,6.805
SL.IND.EMPL.ZS,UGA,2015,6.813
SL.IND.EMPL.ZS,UGA,2014,6.786
SL.IND.EMPL.ZS,UGA,2013,9.765
SL.IND.EMPL.ZS,UGA,2012,11.014
SL.IND.EMPL.ZS,UGA,2011,11.027
SL.IND.EMPL.ZS,UGA,2010,12.791
SL.IND.EMPL.ZS,UGA,2009,16.236
SL.IND.EMPL.ZS,UGA,2008,16.548
SL.IND.EMPL.ZS,UGA,2007,16.864
SL.IND.EMPL.ZS,UGA,2006,17.160
SL.IND.EMPL.ZS,UGA,2005,17.472
SL.IND.EMPL.ZS,UGA,2004,17.823
SL.IND.EMPL.ZS,UGA,2003,18.149
SL.IND.EMPL.ZS,UGA,2002,18.305
SL.IND.EMPL.ZS,UGA,2001,18.421
SL.IND.EMPL.ZS,UGA,2000,18.543
SL.IND.EMPL.ZS,UGA,1999,18.662
SL.IND.EMPL.ZS,UGA,1998,18.762
SL.IND.EMPL.ZS,UGA,1997,18.860
SL.IND.EMPL.ZS,UGA,1996,18.950
SL.IND.EMPL.ZS,UGA,1995,19.026
SL.IND.EMPL.ZS,ZAF,2024,20.808
SL.IND.EMPL.ZS,ZAF,2023,20.577
SL.IND.EMPL.ZS,ZAF,2022,21.097
SL.IND.EMPL.ZS,ZAF,2021,20.641
SL.IND.EMPL.ZS,ZAF,2020,21.197
SL.IND.EMPL.ZS,ZAF,2019,22.304
SL.IND.EMPL.ZS,ZAF,2018,23.161
SL.IND.EMPL.ZS,ZAF,2017,23.353
SL.IND.EMPL.ZS,ZAF,2016,23.362
SL.IND.EMPL.ZS,ZAF,2015,23.848
SL.IND.EMPL.ZS,ZAF,2014,23.461
SL.IND.EMPL.ZS,ZAF,2013,23.545
SL.IND.EMPL.ZS,ZAF,2012,23.514
SL.IND.EMPL.ZS,ZAF,2011,24.228
SL.IND.EMPL.ZS,ZAF,2010,24.764
SL.IND.EMPL.ZS,ZAF,2009,25.304
SL.IND.EMPL.ZS,ZAF,2008,25.885
SL.IND.EMPL.ZS,ZAF,2007,25.964
SL.IND.EMPL.ZS,ZAF,2006,26.081
SL.IND.EMPL.ZS,ZAF,2005,26.056
SL.IND.EMPL.ZS,ZAF,2004,26.285
SL.IND.EMPL.ZS,ZAF,2003,25.258
SL.IND.EMPL.ZS,ZAF,2002,25.836
SL.IND.EMPL.ZS,ZAF,2001,25.314
SL.IND.EMPL.ZS,ZAF,2000,24.510
SL.IND.EMPL.ZS,ZAF,1999,24.499
SL.IND.EMPL.ZS,ZAF,1998,24.491
SL.IND.EMPL.ZS,ZAF,1997,24.413
SL.IND.EMPL.ZS,ZAF,1996,24.408
SL.IND.EMPL.ZS,ZAF,1995,24.432
